"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"Other","20","8.29","0","NaN","Other","1","0.03","0","NaN","Other","5","0.64","0","NaN","Other","26","1.15","0","NaN"
"","","","","","","","","","","","","","","","","","","",""
"G7b. The market in order to sell goods (Husband)","","","","","G7b. The market in order to sell goods (Husband)","","","","","G7b. The market in order to sell goods (Husband)","","","","","G7b. The market in order to sell goods (Husband)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","38","6.2","0","0","0","52","10.36","0","NaN","0","27","10.69","0","NaN","0","117","9.94","0","0"
"Husband","433","93.8","1","100","Husband","420","89.64","0","NaN","Husband","327","89.31","0","NaN","Husband","1180","90.06","1","100"
"","","","","","","","","","","","","","","","","","","",""
"G7b. The market in order to sell goods (Mother-in-law)","","","","","G7b. The market in order to sell goods (Mother-in-law)","","","","","G7b. The market in order to sell goods (Mother-in-law)","","","","","G7b. The market in order to sell goods (Mother-in-law)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","386","83.13","0","0","0","415","82.91","0","NaN","0","287","79.93","0","NaN","0","1088","82.24","0","0"
"Mother-in-law","85","16.87","1","100","Mother-in-law","57","17.09","0","NaN","Mother-in-law","67","20.07","0","NaN","Mother-in-law","209","17.76","1","100"
"","","","","","","","","","","","","","","","","","","",""
"G7b. The market in order to sell goods (Father-in-law)","","","","","G7b. The market in order to sell goods (Father-in-law)","","","","","G7b. The market in order to sell goods (Father-in-law)","","","","","G7b. The market in order to sell goods (Father-in-law)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","424","89.69","1","100","0","441","88.69","0","NaN","0","320","94.04","0","NaN","0","1185","90.05","1","100"
"Father-in-law","47","10.31","0","0","Father-in-law","31","11.31","0","NaN","Father-in-law","34","5.96","0","NaN","Father-in-law","112","9.95","0","0"
"","","","","","","","","","","","","","","","","","","",""
"G7b. The market in order to sell goods (Other family member)","","","","","G7b. The market in order to sell goods (Other family member)","","","","","G7b. The market in order to sell goods (Other family member)","","","","","G7b. The market in order to sell goods (Other family member)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","405","86.87","1","100","0","383","80.48","0","NaN","0","319","91.76","0","NaN","0","1107","83.86","1","100"
"Other family member","66","13.13","0","0","Other family member","89","19.52","0","NaN","Other family member","35","8.24","0","NaN","Other family member","190","16.14","0","0"
"","","","","","","","","","","","","","","","","","","",""
"G7b. The market in order to sell goods (Other)","","","","","G7b. The market in order to sell goods (Other)","","","","","G7b. The market in order to sell goods (Other)","","","","","G7b. The market in order to sell goods (Other)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","467","98.98","1","100","0","468","99.88","0","NaN","0","334","98.19","0","NaN","0","1269","99.38","1","100"
"Other","3","1.02","0","0","Other","3","0.12","0","NaN","Other","20","1.81","0","NaN","Other","26","0.62","0","0"
"","","","","","","","","","","","","","","","","","","",""
"From whom do you have to ask permission (select all that apply)   G7c. A neighbor’s home (Husband)","","","","","From whom do you have to ask permission (select all that apply)   G7c. A neighbor’s home (Husband)","","","","","From whom do you have to ask permission (select all that apply)   G7c. A neighbor’s home (Husband)","","","","","From whom do you have to ask permission (select all that apply)   G7c. A neighbor’s home (Husband)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","80","22.01","0","NaN","0","60","15.31","0","NaN","0","30","18.76","0","0","0","170","17.04","0","0"
"Husband","298","77.99","0","NaN","Husband","356","84.69","0","NaN","Husband","256","81.24","1","100","Husband","910","82.96","1","100"
"","","","","","","","","","","","","","","","","","","",""
"From whom do you have to ask permission (select all that apply)   G7c. A neighbor’s home (Mother-in-law)","","","","","From whom do you have to ask permission (select all that apply)   G7c. A neighbor’s home (Mother-in-law)","","","","","From whom do you have to ask permission (select all that apply)   G7c. A neighbor’s home (Mother-in-law)","","","","","From whom do you have to ask permission (select all that apply)   G7c. A neighbor’s home (Mother-in-law)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","284","80.58","0","NaN","0","363","82.83","0","NaN","0","227","84.82","1","100","0","874","83.22","1","100"
"Mother-in-law","94","19.42","0","NaN","Mother-in-law","53","17.17","0","NaN","Mother-in-law","59","15.18","0","0","Mother-in-law","206","16.78","0","0"
"","","","","","","","","","","","","","","","","","","",""
"From whom do you have to ask permission (select all that apply)   G7c. A neighbor’s home (Father-in-law)","","","","","From whom do you have to ask permission (select all that apply)   G7c. A neighbor’s home (Father-in-law)","","","","","From whom do you have to ask permission (select all that apply)   G7c. A neighbor’s home (Father-in-law)","","","","","From whom do you have to ask permission (select all that apply)   G7c. A neighbor’s home (Father-in-law)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","335","88.39","0","NaN","0","386","90.1","0","NaN","0","257","95.63","1","100","0","978","91.63","1","100"
"Father-in-law","43","11.61","0","NaN","Father-in-law","30","9.9","0","NaN","Father-in-law","29","4.37","0","0","Father-in-law","102","8.37","0","0"
"","","","","","","","","","","","","","","","","","","",""
"From whom do you have to ask permission (select all that apply)   G7c. A neighbor’s home (Other family member)","","","","","From whom do you have to ask permission (select all that apply)   G7c. A neighbor’s home (Other family member)","","","","","From whom do you have to ask permission (select all that apply)   G7c. A neighbor’s home (Other family member)","","","","","From whom do you have to ask permission (select all that apply)   G7c. A neighbor’s home (Other family member)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","320","86.49","0","NaN","0","318","77.73","0","NaN","0","250","86.32","1","100","0","888","81.25","1","100"
"Other family member","58","13.51","0","NaN","Other family member","98","22.27","0","NaN","Other family member","36","13.68","0","0","Other family member","192","18.75","0","0"
"","","","","","","","","","","","","","","","","","","",""
"From whom do you have to ask permission (select all that apply)   G7c. A neighbor’s home (Other)","","","","","From whom do you have to ask permission (select all that apply)   G7c. A neighbor’s home (Other)","","","","","From whom do you have to ask permission (select all that apply)   G7c. A neighbor’s home (Other)","","","","","From whom do you have to ask permission (select all that apply)   G7c. A neighbor’s home (Other)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","354","89.3","0","NaN","0","411","98.23","0","NaN","0","281","98.79","1","100","0","1046","97.51","1","100"
"Other","23","10.7","0","NaN","Other","4","1.77","0","NaN","Other","5","1.21","0","0","Other","32","2.49","0","0"
"","","","","","","","","","","","","","","","","","","",""
"G7d. Another village or neighborhood (Husband)","","","","","G7d. Another village or neighborhood (Husband)","","","","","G7d. Another village or neighborhood (Husband)","","","","","G7d. Another village or neighborhood (Husband)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","52","7.45","0","NaN","0","58","11.65","0","NaN","0","16","8.93","0","0","0","126","10.3","0","0"
"Husband","449","92.55","0","NaN","Husband","421","88.35","0","NaN","Husband","411","91.07","3","100","Husband","1281","89.7","3","100"
"","","","","","","","","","","","","","","","","","","",""
"G7d. Another village or neighborhood (Mother-in-law)","","","","","G7d. Another village or neighborhood (Mother-in-law)","","","","","G7d. Another village or neighborhood (Mother-in-law)","","","","","G7d. Another village or neighborhood (Mother-in-law)","","","",""
